no,name,gubun,do,sigungu,address,주요시설 일반야영장,주요시설 자동차야영장,주요시설 글램핑,주요시설 카라반,주요시설 개인 카라반,주요시설 덤프스테이션,사이트 크기1 가로,사이트 크기2 가로,사이트 크기3 가로,사이트 크기1 세로,사이트 크기2 세로,사이트 크기3 세로,사이트 크기1 수량,사이트 크기2 수량,사이트 크기3 수량,인허가일자,화로대,부대시설,주변이용가능시설,소화기 개수,방화수 개수,방화사 개수,화재감지기 개수,테마환경,캠핑장비대여,반려동물출입,longitude,latitude
1,데일리랜드 ,민간,강원도,춘천시,강원 춘천시 동산면 윗성골길 36,0,14,0,0,0,0,7,0,0,8,0,0,12,0,0,2015.9.8,개별,"전기,무선인터넷,장작판매,온수,물놀이장,마트_편의점",,8,1,2,4,,화로대,불가능,127.8456404,37.75848308
2,(주)디노담양힐링파크 지점,민간,전라남도,담양군,전남 담양군 봉산면 탄금길 9-26,2,0,22,2,0,,4,6,0,6,7,0,13,11,0,2016.10.27,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설,마트_편의점","운동장,강/물놀이,농어촌체험시설",20,2,1,24,"낚시,여름물놀이",,불가능,126.9609422,35.27144048
3,(주)쉐르빌리안티티,민간,강원도,홍천군,강원 홍천군 서면 밤벌길19번길 111,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2016.9.13,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설,마트_편의점",,0,0,0,0,,,가능,127.5967171,37.70151912
4,(주)아웃오브파크,민간,강원도,춘천시,강원도 춘천시 남면 가옹개길 52-9,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,2017.9.18,개별,운동시설,수영장,0,0,0,0,,,불가능,127.5111682,37.72786384
5,(주)양촌여울체험캠프,민간,경상남도,창원시,경상남도 창원시 마산합포구 진전면 의산삼일로 60,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.12.19,개별,"전기,온수,물놀이장,산책로,마트_편의점","산책로,농어촌체험시설",0,0,0,0,,,가능(소형견),128.3752829,35.13650767
6,(주)어반슬로우시티,민간,강원도,춘천시,강원도 춘천시 남면 가옹개길 108 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015.8.4,개별,,,0,0,0,0,,,불가능,127.512331,37.73266245
7,이스케이프 지점 (휴토피아),민간,강원도,홍천군,강원도 홍천군 서면 팔봉산로 976,0,0,17,0,0,,0,0,0,0,0,0,0,0,0,2016.4.29,개별,"전기,무선인터넷,장작판매,온수,물놀이장,마트_편의점","낚시,강/물놀이",17,0,0,17,가을단풍명소,,불가능,127.6893454,37.69596779
8,드림랜드오토캠핑장,민간,경상북도,영천시,경북 영천시 고경면 고도길 38,135,135,17,0,0,,7,0,0,7,0,0,110,0,0,2010.1.11,공동취사장,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트_편의점","산책로,강/물놀이,청소년체험시설",15,0,0,10,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","텐트,릴선,화로대,난방기구,식기",가능,129.0015165,35.9843921
9,제주 자연인 글램핑,민간,제주특별자치도,제주시,제주특별자치도 제주시 아란서길 110-0 ,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2016.8.26,,운동시설,,0,0,0,0,,,불가능,126.5399689,33.46876097
10,(주)태평소금 천일염 힐링캠프,민간,전라남도,신안군,전라남도 신안군 증도면 지도증도로 1053-11 ,9,0,0,10,0,,6,0,0,6,0,0,9,0,0,2016.5.11,개별,"전기,장작판매,온수,물놀이장,놀이터,마트_편의점","산책로,낚시,해수욕,청소년체험시설",20,0,0,10,"일출명소,일몰명소,낚시,걷기길",화로대,불가능,126.1769557,34.99684782
11,353캠핑,민간,경기도,포천시,경기도 포천시 영북면 산정리 353 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2013.7.24,,"전기,장작판매,온수,물놀이장,운동시설",,0,0,0,0,,,불가능,127.3208948,38.08938927
12,505펜션&캠핑(오공오),민간,충청남도,공주시,충남 공주시 사곡면 호계황골길 43,22,0,0,0,0,,6,0,0,7,0,0,0,0,0,2015.5.20,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설,마트_편의점","계곡 물놀이,낚시",40,0,0,0,"액티비티,여름물놀이","릴선,난방기구",불가능,127.0208092,36.50171441
13,80 SS 오토캠핑장,민간,대구광역시,군위군,경북 군위군 부계면 남산리 1138-4번지,14,10,7,0,0,,4,0,0,6,0,0,24,0,0,2016.8.5,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",산책로,40,0,0,7,여름물놀이,"릴선,화로대,난방기구,식기",불가능,128.630414,36.03006366
15,Camp & Joy,민간,전라남도,신안군,전라남도 신안군 압해읍 압해로 201 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015.7.1,,물놀이장,,0,0,0,0,,,가능,126.3692684,34.83295623
16,Camp 1950,민간,경상북도,김천시,경북 김천시 대덕면 남김천대로 160,9,0,11,0,0,0,3,0,0,6,0,0,9,0,0,2017.4.27,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설,마트_편의점","계곡 물놀이,산책로,어린이놀이시설",22,1,1,18,여름물놀이,"텐트,릴선,화로대,난방기구,식기,침낭",불가능,127.941738,35.87841313
17,CLUB 596,민간,충청남도,태안군,충남 태안군 남면 몽산리 596,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,2017.8.1,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로","산책로,수상레저,낚시,해수욕",8,0,0,6,"일몰명소,여름물놀이,걷기길",,불가능,126.2682697,36.68361844
18,DMZ 마루캠핑,민간,경기도,연천군,경기도 연천군 중면 군중로 399,30,0,0,0,0,,9,0,0,9,0,0,30,0,0,2017.9.28,,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","계곡 물놀이,낚시,청소년체험시설",20,0,0,0,,,불가능,127.019287,38.13492547
19,DMZ 캠핑장,민간,강원도,철원군,강원도 철원군 철원읍 독서당길 225-134 ,13,0,0,0,0,0,4,0,0,4,0,0,0,0,0,2016.6.9,개별,"전기,무선인터넷,장작판매",계곡 물놀이,7,0,0,0,,,불가능,127.1806649,38.22012212
20,EBS골드캠핑장 ,지자체,경기도,용인시,경기 용인시 기흥구 기흥단지로 397 (고매동),10,0,5,15,0,,6,0,0,8,0,0,0,0,0,2016.8.12,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트_편의점","산책로,강/물놀이",50,0,0,0,"액티비티,여름물놀이,가을단풍명소","릴선,화로대,난방기구",불가능,127.1358574,37.21869079
21,F1 오토캠핑장,지자체,전라남도,영암군,전라남도 영암군 삼호읍 삼포리 1894,0,40,0,6,0,0,0,0,0,0,0,0,0,0,0,2012.11.27,개별,"온수,운동장",,0,0,0,0,,,불가능,126.4175495,34.73035091
22,JB 캠핑하우스,민간,경기도,파주시,경기 파주시 적성면 감악산로 1270-74,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2021.8.9,개별,,,0,0,0,0,,,불가능,126.9271145,37.96237025
23,MG펜션(연천수영장캠핑장),민간,경기도,연천군,경기 연천군 신서면 연신로 1622-1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015.6.29,,"물놀이장,운동시설",,0,0,0,0,,,가능,127.1392285,38.21460086
24,Najost Camp,민간,강원도,영월군,강원 영월군 김삿갓면 김삿갓로 638,0,20,0,0,0,,12,0,0,9,0,0,20,0,0,2015.10.7,개별,"전기,무선인터넷,장작판매,온수",계곡 물놀이,20,0,0,0,"여름물놀이,가을단풍명소","릴선,화로대",불가능,128.604346,37.10942617
25,THATS CAMPING 횡성자연휴양림야영장,민간,강원도,횡성군,강원도 횡성군 갑천면정포로430번길 113 ,0,60,5,0,0,,0,0,0,0,0,0,0,0,0,2015.5.29,개별,"전기,장작판매,온수,물놀이장,놀이터,운동장,운동시설,마트_편의점","산책로,강/물놀이",0,0,0,0,"가을단풍명소,걷기길",,불가능,128.1118528,37.53904149
26,The Star 오토캠핑장,민간,전라남도,여수시,전남 여수시 돌산읍 상하동길 268,9,19,0,2,0,,4,4,0,4,8,0,15,13,0,2018.1.15,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","산책로,낚시,해수욕,청소년체험시설",18,0,0,0,"일출명소,일몰명소,낚시,봄꽃여행,여름물놀이,가을단풍명소,걷기길",화로대,가능,127.7819793,34.7182301
27,VIP레저타운,민간,강원도,원주시,강원도 원주시 지정면 지정로 1393,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2017.7.11,,,,0,0,0,0,,,가능,127.7836151,37.38981917
28,VIP오토캠핑장,민간,경상남도,밀양시,경남 밀양시 단장면 고례3길 10-11,0,28,0,0,0,,0,0,0,0,0,0,0,0,0,2015.5.26,개별,"전기,트렘폴린","계곡 물놀이,농어촌체험시설",15,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소",,불가능,128.9265218,35.49735262
29,W글램핑,민간,경상남도,산청군,경남 산청군 산청읍 웅석봉로285번길 80-20,1,0,14,0,0,0,0,0,0,0,0,0,15,0,0,2016.5.3,개별,"전기,놀이터,운동시설","수상레저,어린이놀이시설",15,1,0,15,"수상레저,여름물놀이,걷기길",,불가능,127.885965,35.39295129
30,YC글램핑,민간,경기도,연천군,경기 연천군 미산면 청정로 1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017.4.10,,"물놀이장,운동시설",,0,0,0,0,,,불가능,126.965982,38.03827293
31,YELLOW HILL(옐로우힐),민간,강원도,춘천시,강원도 춘천시 동산면 종자리로 224-24,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,2017.12.19,,,,0,0,0,0,,,불가능,127.7336756,37.75009292
32,㈜농업법인한국영농오토캠핑장,민간,충청북도,청주시,충청북도 청주시 청원구 오창읍 여천리 35-5 ,15,0,0,0,0,,6,0,0,12,0,0,15,0,0,2015.6.11,개별,"전기,장작판매,온수,물놀이장,산책로",청소년체험시설,12,0,0,0,걷기길,화로대,불가능,127.5078728,36.77346782
33,㈜씨스테이 야영장,민간,인천광역시,옹진군,인천광역시 옹진군 영흥면 내리 1212-52,13,0,0,0,0,,7,0,0,20,0,0,13,0,0,2016.2.26,개별,"전기,무선인터넷,온수,물놀이장,운동시설",,8,0,0,0,,,불가능,126.4714422,37.28436075
35,가람펜션캠핑장,민간,경상남도,합천군,경남 합천군 봉산면 인덕로 930,0,22,0,0,0,,6,0,0,7,0,0,22,0,0,2017.11.14,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설",수상레저,7,0,0,0,"수상레저,낚시",,불가능,128.0576347,35.58741764
36,가래골농원 캠핑장,민간,경기도,포천시,경기 포천시 창수면 포천로2811번길 178,0,0,0,0,0,,4,5,0,7,8,0,0,0,0,2016.9.13,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트_편의점","산책로,강/물놀이,농어촌체험시설",90,0,0,0,"액티비티,여름물놀이,걷기길",릴선,가능,127.1575845,37.99327269
37,가루실캠프,민간,충청남도,예산군,충남 예산군 덕산면 가루실길 229-23,21,0,2,0,4,,15,0,0,8,0,0,27,0,0,2016.3.24,공동취사장,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","계곡 물놀이,산책로,낚시,어린이놀이시설",15,0,1,0,여름물놀이,"텐트,릴선,화로대",가능(소형견),126.6436775,36.65623836
38,가리산자연휴양림 야영장,지자체,강원도,홍천군,강원도 홍천군 두촌면 가리산길 426 ,38,0,0,0,0,,3,3,0,2,3,0,28,10,0,2015.7.7,개별,"무선인터넷,놀이터,운동시설",,20,0,0,0,"액티비티,가을단풍명소",,불가능,127.9811529,37.86563776
39,가마실캠핑장,민간,충청북도,제천시,충북 제천시 의병대로61길 50 (자작동),0,31,0,0,0,0,3,3,0,3,6,0,6,5,20,2015.11.9,개별,"전기,장작판매,온수,트렘폴린,물놀이장,운동시설","계곡 물놀이,산책로,낚시,어린이놀이시설",0,0,0,0,"낚시,가을단풍명소,걷기길",화로대,불가능,128.2966088,37.12152954
40,가산 글램핑,민간,경상북도,칠곡군,경북 칠곡군 가산면 학하2길 54-55,0,0,26,5,0,,0,0,0,0,0,0,0,0,0,2015.10.19,개별,"전기,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설",산책로,31,0,0,31,,,불가능,128.4746553,36.08837517
41,가산산성 야영장,지자체,경상북도,칠곡군,경상북도 칠곡군 동명면 한티로 1034 ,200,0,0,0,0,0,4,3,3,7,5,5,71,46,66,2015.7.8,개별,,산책로,34,0,344,0,"봄꽃여행,가을단풍명소",,불가능,128.6181065,36.0161981
42,가야권역 소리마실 영농조합법인,민간,경상남도,합천군,경남 합천군 가야면 가야산로 1267,0,39,0,0,0,,10,8,0,10,7,0,9,22,0,2016.6.7,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동장,운동시설","계곡 물놀이,청소년체험시설",39,1,0,0,"여름물놀이,가을단풍명소,걷기길",,가능(소형견),128.1288136,35.77249427
43,가야랜드달빛야영장,민간,경상남도,김해시,경남 김해시 신어산길 67 (삼방동),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.4.28,,"전기,장작판매,온수,운동시설",,0,0,0,0,,,불가능,128.9056119,35.25897489
44,가온누리캠핑체험장,민간,경상북도,경주시,경북 경주시 안강읍 호국로 2037,46,0,0,0,0,,6,0,0,8,0,0,46,0,0,2015.7.22,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트_편의점","산책로,낚시,어린이놀이시설",30,30,30,0,"여름물놀이,가을단풍명소,걷기길","릴선,화로대,난방기구,식기,침낭",불가능,129.1377757,35.98096498
45,가우도카라반펜션,민간,전라남도,강진군,전남 강진군 대구면 저두바닷길 3,5,0,0,6,0,,3,0,0,6,0,0,5,0,0,2015.12.23,개별,"전기,무선인터넷,온수,물놀이장,놀이터,운동시설","산책로,수상레저,낚시",6,0,0,0,"일출명소,일몰명소,수상레저,낚시",,불가능,126.7920521,34.52778533
46,가은해솔캠핑장,민간,경상북도,문경시,경상북도 문경시 가은읍 원북리 177-6,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,2017.5.15,개별,"전기,장작판매,온수,물놀이장","계곡 물놀이,낚시,어린이놀이시설",8,0,0,0,여름물놀이,,불가능,128.0160717,36.68291853
47,변산오토캠핑장,지자체,전라북도,부안군,전북 부안군 변산면 변산로 2054,0,29,0,5,0,0,0,0,0,0,0,0,0,0,0,2022.2.10,개별,"전기,무선인터넷,장작판매,온수","낚시,해수욕",35,0,0,0,"일몰명소,여름물놀이,걷기길",화로대,불가능,126.5336696,35.68241395
48,가족쉼터,지자체,경기도,남양주시,경기 남양주시 수동면 비룡로 1603,30,25,2,0,0,0,0,0,0,0,0,0,0,0,0,2015.8.20,개별,"전기,무선인터넷,장작판매,온수,놀이터,마트_편의점","계곡 물놀이,산책로",60,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소",,불가능,127.2735157,37.75588415
49,청계산 골든밸리 가족캠핑장,민간,경기도,성남시,경기 성남시 수정구 달래내로221번길 17-5 (금토동),18,0,7,0,0,,0,0,0,0,0,0,0,0,0,2019.12.16,개별,"전기,장작판매,온수",,18,1,1,10,,,불가능,127.078213,37.41602919
50,가지산자연캠핑장,민간,울산광역시,울주군,울산광역시 울주군 삽재로 279-22 가지산자연 ,16,16,0,0,0,,3,0,0,7,0,0,16,0,0,2016.7.21,개별,"전기,무선인터넷,장작판매,온수,운동시설",계곡 물놀이,6,0,0,0,"여름물놀이,가을단풍명소,걷기길",,불가능,129.0573111,35.63689812
51,가창농원 야영장,민간,대구광역시,달성군,대구 달성군 가창면 가창로10길 56,8,8,0,0,0,,10,6,5,6,6,6,3,4,1,2016.6.8,개별,"전기,무선인터넷,온수,물놀이장,운동장",,10,0,0,0,,,불가능,128.6791722,35.72702625
52,가평사계절캠핑장,민간,경기도,가평군,경기도 가평군 가화로 988,25,23,0,0,23,,0,0,0,0,0,0,23,2,0,2016.7.28,개별,"전기,무선인터넷,온수,트렘폴린,마트_편의점","계곡 물놀이,산책로,낚시,어린이놀이시설",16,1,0,2,"일몰명소,낚시,봄꽃여행,여름물놀이,걷기길",화로대,불가능,127.5486397,37.88371399
53,가평 사과나무 캠핑장,민간,경기도,가평군,경기도 가평군 상면 항사리 427-6,10,0,0,0,0,,3,0,0,6,0,0,10,0,0,2015.10.19,개별,"전기,장작판매,놀이터",,8,0,0,0,"일출명소,봄꽃여행,가을단풍명소",,불가능,127.358451,37.78949631
54,가평 운악홀리데이 캠핑장,지자체,경기도,가평군,경기 가평군 조종면 운악청계로 424,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,2016.11.1,개별,"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동장,운동시설",,0,0,0,0,,,불가능,127.3563584,37.85310044
55,가평황토은글램핑,민간,경기도,가평군,경기 가평군 설악면 장수로79번길 63-18,0,0,4,0,0,,4,0,0,6,0,0,4,0,0,2017.5.26,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동장,운동시설,마트_편의점","계곡 물놀이,운동장,강/물놀이,농어촌체험시설",4,0,0,4,"일출명소,일몰명소,봄꽃여행,여름물놀이,가을단풍명소,걷기길",,불가능,127.5102426,37.6076671
56,가포수변오토캠핑장,지자체,경상남도,창원시,경상남도 창원시 마산합포구 가포동 186-4 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015.7.10,,"전기,온수,놀이터,산책로,운동시설",,0,0,0,0,,,불가능,128.5834364,35.15686089
57,흑석산 자연 휴양림,지자체,전라남도,해남군,전라남도 해남군 계곡면 산골길 306 ,6,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2015.5.8,개별,"전기,놀이터",산책로,0,0,0,0,"봄꽃여행,걷기길",,불가능,126.6171418,34.6713506
58,각화산캠핑장,민간,경상북도,봉화군,경상북도 봉화군 춘양면 석현리 573-2 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2017.3.28,,"전기,온수,놀이터",,0,0,0,0,,,불가능,128.8985274,36.98453597
59,주식회사 클럽 프라비다,민간,경기도,포천시,경기도 포천시 이동면 도평리 572-3,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,2017.5.31,개별,"전기,무선인터넷,장작판매,온수,운동시설","계곡 물놀이,산책로,청소년체험시설",6,0,1,4,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능,127.3968379,38.10793987
60,간월도캠핑장,지자체,충청남도,서산시,충청남도 서산시 부석면 간월도리 21-20 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015.8.17,,"전기,장작판매,온수,산책로",,0,0,0,0,,,불가능,126.4177682,36.60674669
61,갈기산펜션캠핑장,민간,경기도,양평군,경기 양평군 청운면 신론새터길 23,12,0,0,0,0,,5,0,0,7,0,0,12,0,0,2015.7.7,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장","계곡 물놀이,산책로,청소년체험시설",6,0,0,0,,,불가능,127.7885679,37.55953763
62,갈천 오토캠핑장,민간,강원도,양양군,강원도 양양군 서면 구룡령로 1103-12 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2016.7.25,,"전기,무선인터넷,장작판매,온수,놀이터,운동시설",계곡 물놀이,0,0,0,0,,,불가능,128.5004024,37.91127824
63,감이야기 캠핑장,민간,경상북도,청도군,경북 청도군 운문면 신원4길 18,20,0,0,0,0,0,6,0,0,7,0,0,20,0,0,2016.5.23,개별,"전기,무선인터넷,장작판매,트렘폴린,물놀이장,놀이터,운동시설","계곡 물놀이,산책로,어린이놀이시설",10,1,1,0,"여름물놀이,걷기길","텐트,릴선,화로대,식기",불가능,129.0012371,35.6660646
64,감악산캠핑숲,민간,강원도,원주시,강원 원주시 신림면 신림황둔로 714,59,0,0,0,0,,6,7,0,9,8,0,15,44,0,2015.4.29,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설","계곡 물놀이,산책로",50,0,0,0,"여름물놀이,가을단풍명소","릴선,화로대,난방기구",불가능,128.1402294,37.24943535
65,강나루 오토캠핑장,지자체,경상남도,함안군,경상남도 함안군 칠서면 이룡리 998,0,190,0,0,0,0,9,11,0,9,8,0,77,60,0,2014.5.15,개별,"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동시설,마트_편의점",,30,0,0,0,,,불가능,128.508885,35.39244375
68,강동 그린웨이 가족캠핑장,지자체,서울특별시,강동구,서울 강동구 천호대로206길 87 (둔촌동),67,0,0,0,0,,3,6,0,5,7,0,62,5,0,2018.10.8,불가,"전기,무선인터넷,산책로,운동장,마트_편의점",산책로,67,1,0,52,"봄꽃여행,가을단풍명소,걷기길",,불가능,127.154089,37.53587308
69,강릉 노추산 힐링캠프,민간,강원도,강릉시,강원 강릉시 왕산면 노추산로 1271-6,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,2016.5.20,개별,"전기,장작판매,놀이터,산책로","계곡 물놀이,산책로,낚시",0,0,0,0,"여름물놀이,가을단풍명소",,가능,128.7418212,37.57156895
70,강변사리 캠핑장,민간,전라북도,임실군,전라북도 임실군 덕치면 강동로 865-20,14,0,5,0,0,0,0,0,0,0,0,0,14,0,0,2017.4.27,개별,"전기,장작판매,온수,물놀이장,놀이터,운동장,운동시설","계곡 물놀이,청소년체험시설",10,0,0,0,"봄꽃여행,여름물놀이",,불가능,127.1900852,35.49521057
71,강변 야영장,민간,강원도,인제군,강원도 인제군 북면 만해로 237,8,0,0,0,0,,0,0,0,0,0,0,0,0,0,2017.11.30,개별,"전기,온수",계곡 물놀이,6,0,0,0,,,불가능,128.3279704,38.19272173
72,강변오토캠핑장,민간,충청북도,괴산군,충북 괴산군 괴산읍 충민로 317,50,0,0,0,0,,7,6,6,6,8,10,16,18,16,2015.6.9,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트_편의점","계곡 물놀이,산책로,낚시,어린이놀이시설",19,0,0,6,"낚시,여름물놀이,걷기길","텐트,릴선,화로대,난방기구,식기",가능(소형견),127.8415053,36.82064763
73,강산에 글램핑,민간,경상북도,청도군,청도군 운문면 신원리 390-2,0,0,10,0,0,,4,0,0,6,0,0,10,0,0,2017.6.20,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설","계곡 물놀이,어린이놀이시설",10,0,0,10,"봄꽃여행,여름물놀이,가을단풍명소,걷기길",화로대,불가능,128.9849712,35.67651033
74,강원도산림개발연구원 집다리골자연휴양림,자연휴양림,강원도,춘천시,강원도 춘천시 사북면 지암리 산5,35,0,0,0,0,,0,0,0,0,0,0,35,0,0,2015.6.11,개별,"물놀이장,놀이터,산책로,운동시설","계곡 물놀이,산책로",18,0,0,0,"여름물놀이,가을단풍명소",,불가능,127.5604259,37.98084441
75,강원도힐링캠핑장,민간,강원도,원주시,강원 원주시 신림면 재사동길 10-38,100,0,0,0,0,,6,0,0,8,0,0,100,0,0,2015.5.27,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",계곡 물놀이,50,0,0,0,여름물놀이,"릴선,화로대",불가능,128.1577524,37.24565979
76,큐브빌리지글램핑,민간,전라남도,강진군,전남 강진군 대구면 청자로 1339-74,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2020.4.23,개별,"전기,온수,트렘폴린,물놀이장,놀이터","산책로,수상레저,낚시,수영장,농어촌체험시설",17,0,0,17,"일출명소,일몰명소,낚시,액티비티,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","릴선,화로대",가능,126.8000499,34.53512982
77,뜨란채,민간,전라북도,순창군,전북 순창군 팔덕면 강천로 664-26,0,0,0,7,0,,0,0,0,0,0,0,0,0,0,2016.7.20,불가,"전기,무선인터넷,온수,물놀이장,놀이터",계곡 물놀이,7,0,0,7,"여름물놀이,가을단풍명소,걷기길",,불가능,127.0774817,35.41588764
78,강촌강변오토캠핑장,지자체,강원도,춘천시,강원도 춘천시 남산면 강촌리 534-5 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2016.2.11,,"장작판매,온수",,0,0,0,0,,,불가능,127.617202,37.82432164
79,강촌관광농원,민간,강원도,춘천시,강원특별자치도 춘천시 남산면 오양골길 125,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,2024.8.23,개별,"온수,물놀이장,놀이터,운동장","계곡 물놀이,운동장,강/물놀이",0,0,0,0,가을단풍명소,,불가능,127.6019849,37.81961224
80,강촌달머리캠핑장,민간,강원도,춘천시,강원 춘천시 서면 율장길 123-39,60,0,0,0,0,0,4,6,0,6,8,0,21,39,0,2016.3.16,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,마트_편의점",수상레저,3,0,0,0,"수상레저,스키,낚시,액티비티","텐트,릴선,화로대,난방기구,침낭",불가능,127.5725296,37.85083336
81,강촌하늘아래,민간,강원도,춘천시,강원 춘천시 남산면 풀무골1길 71,30,0,16,0,0,,8,0,0,8,0,0,30,0,0,2015.5.8,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동장,마트_편의점",강/물놀이,2,0,0,1,"수상레저,스키,액티비티,여름물놀이,가을단풍명소","텐트,릴선,화로대,난방기구",불가능,127.6412947,37.80064188
82,강촌포도펜션오토캠핑장,민간,강원도,춘천시,강원도 춘천시 남산면 백양리 266-2,15,0,0,0,0,,4,4,0,6,13,0,6,1,0,2015.9.4,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,운동시설",계곡 물놀이,12,0,0,0,"스키,액티비티,여름물놀이",,불가능,127.5728249,37.80899089
83,강화고인돌 캠핑장,민간,인천광역시,강화군,인천광역시 강화군 하점면 장정리 989,0,0,0,0,0,,4,5,0,7,7,0,0,0,0,2017.3.22,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","운동장,낚시,해수욕",11,0,0,0,"낚시,봄꽃여행",화로대,불가능,126.4353811,37.77651594
84,강화도산들애농원캠핑수영장,민간,인천광역시,강화군,인천 강화군 강화읍 고비고개로 171,35,0,0,0,0,,6,0,0,8,0,0,35,0,0,2015.12.4,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",산책로,35,0,0,0,,"텐트,릴선,화로대,난방기구,식기,침낭",불가능,126.4601742,37.74096795
85,강화캠핑파크,민간,인천광역시,강화군,인천광역시 강화군 길상면 신촌로146번길 14-11 ,30,30,15,0,0,,0,0,0,0,0,0,0,0,0,2015.4.20,개별,"전기,온수,운동시설",,0,0,0,0,,"난방기구,침낭",불가능,126.5164597,37.62676273
86,개금불 어뮤니티,민간,경상남도,합천군,경남 합천군 묘산면 봉곡1길 24-11,0,10,0,0,0,,12,0,0,8,0,0,10,0,0,2015.11.6,개별,"전기,온수,놀이터,마트_편의점",,10,0,0,0,"수상레저,항공레저,가을단풍명소",,불가능,128.1105585,35.63463937
87,개미들솔향기야영장,민간,강원도,정선군,강원도 정선군 남면 광락로 354 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015.7.27,개별,"전기,장작판매,온수",,0,0,0,0,,,불가능,128.6927489,37.31896486
